StartTime,PublishTime,Generation
2024-01-07 02:00:00,2024-01-06 02:00:00,2918.3
2024-01-07 02:30:00,2024-01-07 01:30:00,2909.8
2024-01-07 02:30:00,2024-01-06 22:30:00,2901.4
2024-01-07 02:30:00,2024-01-06 14:30:00,2984.9
2024-01-07 02:30:00,2024-01-06 02:30:00,3014.5
2024-01-07 03:00:00,2024-01-07 02:00:00,3016.8
2024-01-07 03:00:00,2024-01-06 23:00:00,3001.1
2024-01-07 03:00:00,2024-01-06 15:00:00,3068.4
2024-01-07 03:00:00,2024-01-06 03:00:00,3061.4
2024-01-07 03:30:00,2024-01-07 02:30:00,3086.8
2024-01-07 03:30:00,2024-01-06 23:30:00,3069.5
2024-01-07 03:30:00,2024-01-06 15:30:00,3109.0
2024-01-07 03:30:00,2024-01-06 03:30:00,3074.4
2024-01-07 04:00:00,2024-01-07 03:00:00,3126.3
2024-01-07 04:00:00,2024-01-07 00:00:00,3113.5
2024-01-07 04:00:00,2024-01-06 16:00:00,3120.4
2024-01-07 04:00:00,2024-01-06 04:00:00,3074.1
2024-01-07 04:30:00,2024-01-07 03:30:00,3145.4
2024-01-07 04:30:00,2024-01-07 00:30:00,3142.0
2024-01-07 04:30:00,2024-01-06 16:30:00,3119.6
2024-01-07 04:30:00,2024-01-06 04:30:00,3080.2
2024-01-07 05:00:00,2024-01-07 04:00:00,3155.3
2024-01-07 05:00:00,2024-01-07 01:00:00,3164.1
2024-01-07 05:00:00,2024-01-06 17:00:00,3122.6
2024-01-07 05:00:00,2024-01-06 05:00:00,3107.2
2024-01-07 05:30:00,2024-01-07 04:30:00,3165.1
2024-01-07 05:30:00,2024-01-07 01:30:00,3185.7
2024-01-07 05:30:00,2024-01-06 17:30:00,3140.3
2024-01-07 05:30:00,2024-01-06 05:30:00,3159.9
2024-01-07 06:00:00,2024-01-07 05:00:00,3179.2
2024-01-07 06:00:00,2024-01-07 02:00:00,3208.3
2024-01-07 06:00:00,2024-01-06 18:00:00,3175.0
2024-01-07 06:00:00,2024-01-06 06:00:00,3232.3
2024-01-07 06:30:00,2024-01-07 05:30:00,3196.6
2024-01-07 06:30:00,2024-01-07 02:30:00,3229.1
2024-01-07 06:30:00,2024-01-06 18:30:00,3220.9
2024-01-07 06:30:00,2024-01-06 06:30:00,3309.1
2024-01-07 07:00:00,2024-01-07 06:00:00,3210.8
2024-01-07 07:00:00,2024-01-07 03:00:00,3240.5
2024-01-07 07:00:00,2024-01-06 19:00:00,3264.3
2024-01-07 07:00:00,2024-01-06 07:00:00,3369.2
2024-01-07 07:30:00,2024-01-07 06:30:00,3211.2
2024-01-07 07:30:00,2024-01-07 03:30:00,3232.6
2024-01-07 07:30:00,2024-01-06 19:30:00,3287.5
2024-01-07 07:30:00,2024-01-06 07:30:00,3390.7
2024-01-07 08:00:00,2024-01-07 07:00:00,3186.3
2024-01-07 08:00:00,2024-01-07 04:00:00,3196.0
2024-01-07 08:00:00,2024-01-06 20:00:00,3273.5
2024-01-07 08:00:00,2024-01-06 08:00:00,3357.2
2024-01-07 08:30:00,2024-01-07 07:30:00,3126.3
2024-01-07 08:30:00,2024-01-07 04:30:00,3123.8
2024-01-07 08:30:00,2024-01-06 20:30:00,3209.8
2024-01-07 08:30:00,2024-01-06 08:30:00,3260.7
2024-01-07 09:00:00,2024-01-07 08:00:00,3026.1
2024-01-07 09:00:00,2024-01-07 05:00:00,3013.9
2024-01-07 09:00:00,2024-01-06 21:00:00,3092.1
2024-01-07 09:00:00,2024-01-06 09:00:00,3105.3
2024-01-07 09:30:00,2024-01-07 08:30:00,2886.6
2024-01-07 09:30:00,2024-01-07 05:30:00,2869.5
2024-01-07 09:30:00,2024-01-06 21:30:00,2925.8
2024-01-07 09:30:00,2024-01-06 09:30:00,2905.2
2024-01-07 10:00:00,2024-01-07 09:00:00,2715.2
2024-01-07 10:00:00,2024-01-07 06:00:00,2699.1
2024-01-07 10:00:00,2024-01-06 22:00:00,2724.6
2024-01-07 10:00:00,2024-01-06 10:00:00,2682.7
2024-01-07 10:30:00,2024-01-07 09:30:00,2524.0
2024-01-07 10:30:00,2024-01-07 06:30:00,2514.9
2024-01-07 10:30:00,2024-01-06 22:30:00,2508.2
2024-01-07 10:30:00,2024-01-06 10:30:00,2462.6
2024-01-07 11:00:00,2024-01-07 10:00:00,2327.9
2024-01-07 11:00:00,2024-01-07 07:00:00,2329.7
2024-01-07 11:00:00,2024-01-06 23:00:00,2297.3
2024-01-07 11:00:00,2024-01-06 11:00:00,2266.5
2024-01-07 11:30:00,2024-01-07 10:30:00,2140.9
2024-01-07 11:30:00,2024-01-07 07:30:00,2155.1
2024-01-07 11:30:00,2024-01-06 23:30:00,2109.9
2024-01-07 11:30:00,2024-01-06 11:30:00,2108.8
2024-01-07 12:00:00,2024-01-07 11:00:00,1973.9
2024-01-07 12:00:00,2024-01-07 08:00:00,1998.7
2024-01-07 12:00:00,2024-01-07 00:00:00,1956.7
2024-01-07 12:00:00,2024-01-06 12:00:00,1992.8
2024-01-07 12:30:00,2024-01-07 11:30:00,1831.9
2024-01-07 12:30:00,2024-01-07 08:30:00,1863.3
2024-01-07 12:30:00,2024-01-07 00:30:00,1839.5
2024-01-07 12:30:00,2024-01-06 12:30:00,1911.5
2024-01-07 13:00:00,2024-01-07 12:00:00,1714.2
2024-01-07 13:00:00,2024-01-07 09:00:00,1746.2
2024-01-07 13:00:00,2024-01-07 01:00:00,1751.5
2024-01-07 13:00:00,2024-01-06 13:00:00,1849.0
2024-01-07 13:30:00,2024-01-07 12:30:00,1614.5
2024-01-07 13:30:00,2024-01-07 09:30:00,1641.2
2024-01-07 13:30:00,2024-01-07 01:30:00,1679.1
2024-01-07 13:30:00,2024-01-06 13:30:00,1785.6
2024-01-07 14:00:00,2024-01-07 13:00:00,1523.4
2024-01-07 14:00:00,2024-01-07 10:00:00,1540.0
2024-01-07 14:00:00,2024-01-07 02:00:00,1606.1
2024-01-07 14:00:00,2024-01-06 14:00:00,1702.9
2024-01-07 14:30:00,2024-01-07 13:30:00,1431.0
2024-01-07 14:30:00,2024-01-07 10:30:00,1435.3
2024-01-07 14:30:00,2024-01-07 02:30:00,1518.4
2024-01-07 14:30:00,2024-01-06 14:30:00,1589.1
2024-01-07 15:00:00,2024-01-07 14:00:00,1330.4
2024-01-07 15:00:00,2024-01-07 11:00:00,1323.2
2024-01-07 15:00:00,2024-01-07 03:00:00,1407.8
2024-01-07 15:00:00,2024-01-06 15:00:00,1442.4
2024-01-07 15:30:00,2024-01-07 14:30:00,1219.1
2024-01-07 15:30:00,2024-01-07 11:30:00,1204.1
2024-01-07 15:30:00,2024-01-07 03:30:00,1274.4
2024-01-07 15:30:00,2024-01-06 15:30:00,1271.8
2024-01-07 16:00:00,2024-01-07 15:00:00,1101.1
2024-01-07 16:00:00,2024-01-07 12:00:00,1083.7
2024-01-07 16:00:00,2024-01-07 04:00:00,1127.3
2024-01-07 16:00:00,2024-01-06 16:00:00,1095.6
2024-01-07 16:30:00,2024-01-07 15:30:00,985.1
2024-01-07 16:30:00,2024-01-07 12:30:00,971.4
2024-01-07 16:30:00,2024-01-07 04:30:00,982.6
2024-01-07 16:30:00,2024-01-06 16:30:00,936.8
2024-01-07 17:00:00,2024-01-07 16:00:00,884.0
2024-01-07 17:00:00,2024-01-07 13:00:00,879.3
2024-01-07 17:00:00,2024-01-07 05:00:00,860.2
2024-01-07 17:00:00,2024-01-06 17:00:00,818.9
2024-01-07 17:30:00,2024-01-07 16:30:00,810.8
2024-01-07 17:30:00,2024-01-07 13:30:00,818.0
2024-01-07 17:30:00,2024-01-07 05:30:00,778.2
2024-01-07 17:30:00,2024-01-06 17:30:00,758.8
2024-01-07 18:00:00,2024-01-07 17:00:00,776.7
2024-01-07 18:00:00,2024-01-07 14:00:00,795.8
2024-01-07 18:00:00,2024-01-07 06:00:00,750.0
2024-01-07 18:00:00,2024-01-06 18:00:00,764.6
2024-01-07 18:30:00,2024-01-07 17:30:00,787.5
2024-01-07 18:30:00,2024-01-07 14:30:00,815.8
2024-01-07 18:30:00,2024-01-07 06:30:00,780.0
2024-01-07 18:30:00,2024-01-06 18:30:00,832.4
2024-01-07 19:00:00,2024-01-07 18:00:00,843.0
2024-01-07 19:00:00,2024-01-07 15:00:00,875.4
2024-01-07 19:00:00,2024-01-07 07:00:00,863.3
2024-01-07 19:00:00,2024-01-06 19:00:00,948.0
2024-01-07 19:30:00,2024-01-07 18:30:00,936.5
2024-01-07 19:30:00,2024-01-07 15:30:00,966.9
2024-01-07 19:30:00,2024-01-07 07:30:00,986.4
2024-01-07 19:30:00,2024-01-06 19:30:00,1090.0
2024-01-07 20:00:00,2024-01-07 19:00:00,1056.7
2024-01-07 20:00:00,2024-01-07 16:00:00,1079.4
2024-01-07 20:00:00,2024-01-07 08:00:00,1130.6
2024-01-07 20:00:00,2024-01-06 20:00:00,1235.1
2024-01-07 20:30:00,2024-01-07 19:30:00,1189.9
2024-01-07 20:30:00,2024-01-07 16:30:00,1201.3
2024-01-07 20:30:00,2024-01-07 08:30:00,1276.5
2024-01-07 20:30:00,2024-01-06 20:30:00,1363.6
2024-01-07 21:00:00,2024-01-07 20:00:00,1323.4
2024-01-07 21:00:00,2024-01-07 17:00:00,1322.5
2024-01-07 21:00:00,2024-01-07 09:00:00,1408.3
2024-01-07 21:00:00,2024-01-06 21:00:00,1464.1
2024-01-07 21:30:00,2024-01-07 20:30:00,1448.1
2024-01-07 21:30:00,2024-01-07 17:30:00,1437.0
2024-01-07 21:30:00,2024-01-07 09:30:00,1517.2
2024-01-07 21:30:00,2024-01-06 21:30:00,1535.3
2024-01-07 22:00:00,2024-01-07 21:00:00,1560.3
2024-01-07 22:00:00,2024-01-07 18:00:00,1543.5
2024-01-07 22:00:00,2024-01-07 10:00:00,1603.4
2024-01-07 22:00:00,2024-01-06 22:00:00,1586.7
2024-01-07 22:30:00,2024-01-07 21:30:00,1662.2
2024-01-07 22:30:00,2024-01-07 18:30:00,1645.7
2024-01-07 22:30:00,2024-01-07 10:30:00,1675.5
2024-01-07 22:30:00,2024-01-06 22:30:00,1635.5
2024-01-07 23:00:00,2024-01-07 22:00:00,1761.1
2024-01-07 23:00:00,2024-01-07 19:00:00,1750.7
2024-01-07 23:00:00,2024-01-07 11:00:00,1748.0
2024-01-07 23:00:00,2024-01-06 23:00:00,1701.8
2024-01-07 23:30:00,2024-01-07 22:30:00,1866.4
2024-01-07 23:30:00,2024-01-07 19:30:00,1866.6
2024-01-07 23:30:00,2024-01-07 11:30:00,1837.0
2024-01-07 23:30:00,2024-01-06 23:30:00,1803.3
2024-01-08 00:00:00,2024-01-07 23:00:00,1990.9
2024-01-08 00:00:00,2024-01-07 20:00:00,2003.4
2024-01-08 00:00:00,2024-01-07 12:00:00,1959.0
2024-01-08 00:00:00,2024-01-07 00:00:00,1953.3
2024-01-08 00:30:00,2024-01-07 23:30:00,2133.8
2024-01-08 00:30:00,2024-01-07 20:30:00,2157.4
2024-01-08 00:30:00,2024-01-07 12:30:00,2114.1
2024-01-08 00:30:00,2024-01-07 00:30:00,2145.2
2024-01-08 01:00:00,2024-01-08 00:00:00,2299.3
2024-01-08 01:00:00,2024-01-07 21:00:00,2330.1
2024-01-08 01:00:00,2024-01-07 13:00:00,2303.2
2024-01-08 01:00:00,2024-01-07 01:00:00,2370.8
2024-01-08 01:30:00,2024-01-08 00:30:00,2481.7
2024-01-08 01:30:00,2024-01-07 21:30:00,2513.9
2024-01-08 01:30:00,2024-01-07 13:30:00,2515.0
2024-01-08 01:30:00,2024-01-07 01:30:00,2610.0
2024-01-08 02:00:00,2024-01-08 01:00:00,2670.4
2024-01-08 02:00:00,2024-01-07 22:00:00,2698.0
2024-01-08 02:00:00,2024-01-07 14:00:00,2731.7
2024-01-08 02:00:00,2024-01-07 02:00:00,2838.0
2024-01-08 02:30:00,2024-01-08 01:30:00,2851.1
2024-01-08 02:30:00,2024-01-07 22:30:00,2869.2
2024-01-08 02:30:00,2024-01-07 14:30:00,2932.1
2024-01-08 02:30:00,2024-01-07 02:30:00,3031.2
2024-01-08 03:00:00,2024-01-08 02:00:00,3009.4
2024-01-08 03:00:00,2024-01-07 23:00:00,3015.4
2024-01-08 03:00:00,2024-01-07 15:00:00,3097.1
2024-01-08 03:00:00,2024-01-07 03:00:00,3172.0
2024-01-08 03:30:00,2024-01-08 02:30:00,3133.4
2024-01-08 03:30:00,2024-01-07 23:30:00,3127.6
2024-01-08 03:30:00,2024-01-07 15:30:00,3212.9
2024-01-08 03:30:00,2024-01-07 03:30:00,3252.6
2024-01-08 04:00:00,2024-01-08 03:00:00,3216.3
2024-01-08 04:00:00,2024-01-08 00:00:00,3202.0
2024-01-08 04:00:00,2024-01-07 16:00:00,3274.9
2024-01-08 04:00:00,2024-01-07 04:00:00,3277.1
2024-01-08 04:30:00,2024-01-08 03:30:00,3257.6
2024-01-08 04:30:00,2024-01-08 00:30:00,3240.1
2024-01-08 04:30:00,2024-01-07 16:30:00,3287.8
2024-01-08 04:30:00,2024-01-07 04:30:00,3259.2
2024-01-08 05:00:00,2024-01-08 04:00:00,3263.0
2024-01-08 05:00:00,2024-01-08 01:00:00,3248.5
2024-01-08 05:00:00,2024-01-07 17:00:00,3264.1
2024-01-08 05:00:00,2024-01-07 05:00:00,3219.1
2024-01-08 05:30:00,2024-01-08 04:30:00,3242.8
2024-01-08 05:30:00,2024-01-08 01:30:00,3236.6
2024-01-08 05:30:00,2024-01-07 17:30:00,3221.2
2024-01-08 05:30:00,2024-01-07 05:30:00,3178.1
2024-01-08 06:00:00,2024-01-08 05:00:00,3208.8
2024-01-08 06:00:00,2024-01-08 02:00:00,3214.2
2024-01-08 06:00:00,2024-01-07 18:00:00,3176.5
2024-01-08 06:00:00,2024-01-07 06:00:00,3153.3
2024-01-08 06:30:00,2024-01-08 05:30:00,3171.7
2024-01-08 06:30:00,2024-01-08 02:30:00,3189.4
2024-01-08 06:30:00,2024-01-07 18:30:00,3143.4
2024-01-08 06:30:00,2024-01-07 06:30:00,3153.1
2024-01-08 07:00:00,2024-01-08 06:00:00,3138.2
2024-01-08 07:00:00,2024-01-08 03:00:00,3165.5
2024-01-08 07:00:00,2024-01-07 19:00:00,3127.6
2024-01-08 07:00:00,2024-01-07 07:00:00,3175.1
2024-01-08 07:30:00,2024-01-08 06:30:00,3109.6
2024-01-08 07:30:00,2024-01-08 03:30:00,3141.7
2024-01-08 07:30:00,2024-01-07 19:30:00,3125.9
2024-01-08 07:30:00,2024-01-07 07:30:00,3207.0
2024-01-08 08:00:00,2024-01-08 07:00:00,3081.3
2024-01-08 08:00:00,2024-01-08 04:00:00,3112.3
2024-01-08 08:00:00,2024-01-07 20:00:00,3127.4
2024-01-08 08:00:00,2024-01-07 08:00:00,3229.5
2024-01-08 08:30:00,2024-01-08 07:30:00,3044.6
2024-01-08 08:30:00,2024-01-08 04:30:00,3068.6
2024-01-08 08:30:00,2024-01-07 20:30:00,3115.8
2024-01-08 08:30:00,2024-01-07 08:30:00,3221.3
2024-01-08 09:00:00,2024-01-08 08:00:00,2988.5
2024-01-08 09:00:00,2024-01-08 05:00:00,3001.5
2024-01-08 09:00:00,2024-01-07 21:00:00,3074.2
2024-01-08 09:00:00,2024-01-07 09:00:00,3164.5
2024-01-08 09:30:00,2024-01-08 08:30:00,2903.1
2024-01-08 09:30:00,2024-01-08 05:30:00,2903.8
2024-01-08 09:30:00,2024-01-07 21:30:00,2989.0
2024-01-08 09:30:00,2024-01-07 09:30:00,3049.5
2024-01-08 10:00:00,2024-01-08 09:00:00,2782.6
2024-01-08 10:00:00,2024-01-08 06:00:00,2772.6
2024-01-08 10:00:00,2024-01-07 22:00:00,2854.4
2024-01-08 10:00:00,2024-01-07 10:00:00,2877.6
2024-01-08 10:30:00,2024-01-08 09:30:00,2626.7
2024-01-08 10:30:00,2024-01-08 06:30:00,2610.3
2024-01-08 10:30:00,2024-01-07 22:30:00,2673.6
2024-01-08 10:30:00,2024-01-07 10:30:00,2661.0
2024-01-08 11:00:00,2024-01-08 10:00:00,2441.5
2024-01-08 11:00:00,2024-01-08 07:00:00,2424.5
2024-01-08 11:00:00,2024-01-07 23:00:00,2458.7
2024-01-08 11:00:00,2024-01-07 11:00:00,2420.9
2024-01-08 11:30:00,2024-01-08 10:30:00,2238.4
2024-01-08 11:30:00,2024-01-08 07:30:00,2227.0
2024-01-08 11:30:00,2024-01-07 23:30:00,2228.5
2024-01-08 11:30:00,2024-01-07 11:30:00,2182.0
2024-01-08 12:00:00,2024-01-08 11:00:00,2032.4
2024-01-08 12:00:00,2024-01-08 08:00:00,2031.0
2024-01-08 12:00:00,2024-01-08 00:00:00,2004.4
2024-01-08 12:00:00,2024-01-07 12:00:00,1968.0
2024-01-08 12:30:00,2024-01-08 11:30:00,1837.9
2024-01-08 12:30:00,2024-01-08 08:30:00,1848.8
2024-01-08 12:30:00,2024-01-08 00:30:00,1805.5
2024-01-08 12:30:00,2024-01-07 12:30:00,1795.4
2024-01-08 13:00:00,2024-01-08 12:00:00,1667.0
2024-01-08 13:00:00,2024-01-08 09:00:00,1689.3
2024-01-08 13:00:00,2024-01-08 01:00:00,1644.9
2024-01-08 13:00:00,2024-01-07 13:00:00,1670.9
2024-01-08 13:30:00,2024-01-08 12:30:00,1526.5
2024-01-08 13:30:00,2024-01-08 09:30:00,1556.7
2024-01-08 13:30:00,2024-01-08 01:30:00,1526.8
2024-01-08 13:30:00,2024-01-07 13:30:00,1589.9
2024-01-08 14:00:00,2024-01-08 13:00:00,1416.9
2024-01-08 14:00:00,2024-01-08 10:00:00,1449.3
2024-01-08 14:00:00,2024-01-08 02:00:00,1446.2
2024-01-08 14:00:00,2024-01-07 14:00:00,1538.4
2024-01-08 14:30:00,2024-01-08 13:30:00,1333.1
2024-01-08 14:30:00,2024-01-08 10:30:00,1361.7
2024-01-08 14:30:00,2024-01-08 02:30:00,1391.1
2024-01-08 14:30:00,2024-01-07 14:30:00,1497.0
2024-01-08 15:00:00,2024-01-08 14:00:00,1265.7
2024-01-08 15:00:00,2024-01-08 11:00:00,1285.3
2024-01-08 15:00:00,2024-01-08 03:00:00,1344.8
2024-01-08 15:00:00,2024-01-07 15:00:00,1445.9
2024-01-08 15:30:00,2024-01-08 14:30:00,1204.5
2024-01-08 15:30:00,2024-01-08 11:30:00,1212.1
2024-01-08 15:30:00,2024-01-08 03:30:00,1292.1
2024-01-08 15:30:00,2024-01-07 15:30:00,1371.0
2024-01-08 16:00:00,2024-01-08 15:00:00,1140.8
2024-01-08 16:00:00,2024-01-08 12:00:00,1136.4
2024-01-08 16:00:00,2024-01-08 04:00:00,1222.2
2024-01-08 16:00:00,2024-01-07 16:00:00,1266.9
2024-01-08 16:30:00,2024-01-08 15:30:00,1070.4
2024-01-08 16:30:00,2024-01-08 12:30:00,1056.9
2024-01-08 16:30:00,2024-01-08 04:30:00,1132.4
2024-01-08 16:30:00,2024-01-07 16:30:00,1139.3
2024-01-08 17:00:00,2024-01-08 16:00:00,994.7
2024-01-08 17:00:00,2024-01-08 13:00:00,977.3
2024-01-08 17:00:00,2024-01-08 05:00:00,1028.9
2024-01-08 17:00:00,2024-01-07 17:00:00,1003.7
2024-01-08 17:30:00,2024-01-08 16:30:00,920.8
2024-01-08 17:30:00,2024-01-08 13:30:00,905.5
2024-01-08 17:30:00,2024-01-08 05:30:00,925.4
2024-01-08 17:30:00,2024-01-07 17:30:00,881.6
2024-01-08 18:00:00,2024-01-08 17:00:00,859.7
2024-01-08 18:00:00,2024-01-08 14:00:00,852.2
2024-01-08 18:00:00,2024-01-08 06:00:00,840.5
2024-01-08 18:00:00,2024-01-07 18:00:00,796.2
2024-01-08 18:30:00,2024-01-08 17:30:00,824.1
2024-01-08 18:30:00,2024-01-08 14:30:00,827.9
2024-01-08 18:30:00,2024-01-08 06:30:00,792.4
2024-01-08 18:30:00,2024-01-07 18:30:00,765.7
2024-01-08 19:00:00,2024-01-08 18:00:00,825.1
2024-01-08 19:00:00,2024-01-08 15:00:00,841.2
2024-01-08 19:00:00,2024-01-08 07:00:00,795.4
2024-01-08 19:00:00,2024-01-07 19:00:00,800.3
2024-01-08 19:30:00,2024-01-08 18:30:00,869.3
2024-01-08 19:30:00,2024-01-08 15:30:00,895.6
2024-01-08 19:30:00,2024-01-08 07:30:00,855.7
2024-01-08 19:30:00,2024-01-07 19:30:00,898.2
2024-01-08 20:00:00,2024-01-08 19:00:00,957.6
2024-01-08 20:00:00,2024-01-08 16:00:00,989.4
2024-01-08 20:00:00,2024-01-08 08:00:00,970.0
2024-01-08 20:00:00,2024-01-07 20:00:00,1047.2
2024-01-08 20:30:00,2024-01-08 19:30:00,1083.9
2024-01-08 20:30:00,2024-01-08 16:30:00,1115.3
2024-01-08 20:30:00,2024-01-08 08:30:00,1126.1
2024-01-08 20:30:00,2024-01-07 20:30:00,1226.4
2024-01-08 21:00:00,2024-01-08 20:00:00,1237.3
2024-01-08 21:00:00,2024-01-08 17:00:00,1262.5
2024-01-08 21:00:00,2024-01-08 09:00:00,1305.7
2024-01-08 21:00:00,2024-01-07 21:00:00,1411.8
2024-01-08 21:30:00,2024-01-08 20:30:00,1403.7
2024-01-08 21:30:00,2024-01-08 17:30:00,1418.4
2024-01-08 21:30:00,2024-01-08 09:30:00,1488.3
2024-01-08 21:30:00,2024-01-07 21:30:00,1581.7
2024-01-08 22:00:00,2024-01-08 21:00:00,1569.5
2024-01-08 22:00:00,2024-01-08 18:00:00,1571.8
2024-01-08 22:00:00,2024-01-08 10:00:00,1656.2
2024-01-08 22:00:00,2024-01-07 22:00:00,1721.3
2024-01-08 22:30:00,2024-01-08 21:30:00,1723.5
2024-01-08 22:30:00,2024-01-08 18:30:00,1714.7
2024-01-08 22:30:00,2024-01-08 10:30:00,1797.9
2024-01-08 22:30:00,2024-01-07 22:30:00,1826.2
2024-01-08 23:00:00,2024-01-08 22:00:00,1860.3
2024-01-08 23:00:00,2024-01-08 19:00:00,1844.4
2024-01-08 23:00:00,2024-01-08 11:00:00,1910.9
2024-01-08 23:00:00,2024-01-07 23:00:00,1902.6
2024-01-08 23:30:00,2024-01-08 22:30:00,1980.1
2024-01-08 23:30:00,2024-01-08 19:30:00,1962.9
2024-01-08 23:30:00,2024-01-08 11:30:00,2001.2
2024-01-08 23:30:00,2024-01-07 23:30:00,1965.9
2024-01-09 00:00:00,2024-01-08 23:00:00,2092.0
2024-01-09 00:00:00,2024-01-08 20:00:00,2079.5
2024-01-09 00:00:00,2024-01-08 12:00:00,2085.3
2024-01-09 00:00:00,2024-01-08 00:00:00,2038.9
2024-01-09 00:30:00,2024-01-08 23:30:00,2198.5
2024-01-09 00:30:00,2024-01-08 20:30:00,2195.6
2024-01-09 00:30:00,2024-01-08 12:30:00,2172.2
2024-01-09 00:30:00,2024-01-08 00:30:00,2133.4
2024-01-09 01:00:00,2024-01-09 00:00:00,2312.4
2024-01-09 01:00:00,2024-01-08 21:00:00,2321.7
2024-01-09 01:00:00,2024-01-08 13:00:00,2279.8
2024-01-09 01:00:00,2024-01-08 01:00:00,2265.4
2024-01-09 01:30:00,2024-01-09 00:30:00,2441.0
2024-01-09 01:30:00,2024-01-08 21:30:00,2462.0
2024-01-09 01:30:00,2024-01-08 13:30:00,2416.7
2024-01-09 01:30:00,2024-01-08 01:30:00,2437.7
2024-01-09 02:00:00,2024-01-09 01:00:00,2586.6
2024-01-09 02:00:00,2024-01-08 22:00:00,2616.0
2024-01-09 02:00:00,2024-01-08 14:00:00,2583.4
2024-01-09 02:00:00,2024-01-08 02:00:00,2641.9
2024-01-09 02:30:00,2024-01-09 01:30:00,2745.6
2024-01-09 02:30:00,2024-01-08 22:30:00,2778.1
2024-01-09 02:30:00,2024-01-08 14:30:00,2771.0
2024-01-09 02:30:00,2024-01-08 02:30:00,2860.0
2024-01-09 03:00:00,2024-01-09 02:00:00,2908.9
2024-01-09 03:00:00,2024-01-08 23:00:00,2938.3
2024-01-09 03:00:00,2024-01-08 15:00:00,2963.3
2024-01-09 03:00:00,2024-01-08 03:00:00,3068.4
2024-01-09 03:30:00,2024-01-09 02:30:00,3063.1
2024-01-09 03:30:00,2024-01-08 23:30:00,3084.1
2024-01-09 03:30:00,2024-01-08 15:30:00,3140.1
2024-01-09 03:30:00,2024-01-08 03:30:00,3242.9
2024-01-09 04:00:00,2024-01-09 03:00:00,3194.4
2024-01-09 04:00:00,2024-01-09 00:00:00,3203.7
2024-01-09 04:00:00,2024-01-08 16:00:00,3281.7
2024-01-09 04:00:00,2024-01-08 04:00:00,3364.4
2024-01-09 04:30:00,2024-01-09 03:30:00,3290.3
2024-01-09 04:30:00,2024-01-09 00:30:00,3287.5
2024-01-09 04:30:00,2024-01-08 16:30:00,3373.4
2024-01-09 04:30:00,2024-01-08 04:30:00,3423.1
2024-01-09 05:00:00,2024-01-09 04:00:00,3343.1
2024-01-09 05:00:00,2024-01-09 01:00:00,3330.7
2024-01-09 05:00:00,2024-01-08 17:00:00,3408.4
2024-01-09 05:00:00,2024-01-08 05:00:00,3420.2
2024-01-09 05:30:00,2024-01-09 04:30:00,3351.5
2024-01-09 05:30:00,2024-01-09 01:30:00,3334.3
2024-01-09 05:30:00,2024-01-08 17:30:00,3389.7
2024-01-09 05:30:00,2024-01-08 05:30:00,3368.1
2024-01-09 06:00:00,2024-01-09 05:00:00,3320.4
2024-01-09 06:00:00,2024-01-09 02:00:00,3304.5
2024-01-09 06:00:00,2024-01-08 18:00:00,3328.8
2024-01-09 06:00:00,2024-01-08 06:00:00,3286.4
2024-01-09 06:30:00,2024-01-09 05:30:00,3259.6
2024-01-09 06:30:00,2024-01-09 02:30:00,3250.7
2024-01-09 06:30:00,2024-01-08 18:30:00,3243.0
2024-01-09 06:30:00,2024-01-08 06:30:00,3197.6
2024-01-09 07:00:00,2024-01-09 06:00:00,3181.7
2024-01-09 07:00:00,2024-01-09 03:00:00,3183.9
2024-01-09 07:00:00,2024-01-08 19:00:00,3150.9
2024-01-09 07:00:00,2024-01-08 07:00:00,3120.9
2024-01-09 07:30:00,2024-01-09 06:30:00,3098.9
2024-01-09 07:30:00,2024-01-09 03:30:00,3113.5
2024-01-09 07:30:00,2024-01-08 19:30:00,3068.2
2024-01-09 07:30:00,2024-01-08 07:30:00,3068.3
2024-01-09 08:00:00,2024-01-09 07:00:00,3020.0
2024-01-09 08:00:00,2024-01-09 04:00:00,3045.1
2024-01-09 08:00:00,2024-01-08 20:00:00,3003.5
2024-01-09 08:00:00,2024-01-08 08:00:00,3041.0
2024-01-09 08:30:00,2024-01-09 07:30:00,2948.4
2024-01-09 08:30:00,2024-01-09 04:30:00,2979.8
2024-01-09 08:30:00,2024-01-08 20:30:00,2957.0
2024-01-09 08:30:00,2024-01-08 08:30:00,3030.1
2024-01-09 09:00:00,2024-01-09 08:00:00,2881.7
2024-01-09 09:00:00,2024-01-09 05:00:00,2913.6
2024-01-09 09:00:00,2024-01-08 21:00:00,2920.1
2024-01-09 09:00:00,2024-01-08 09:00:00,3018.2
2024-01-09 09:30:00,2024-01-09 08:30:00,2812.9
2024-01-09 09:30:00,2024-01-09 05:30:00,2839.2
2024-01-09 09:30:00,2024-01-08 21:30:00,2878.3
2024-01-09 09:30:00,2024-01-08 09:30:00,2984.7
2024-01-09 10:00:00,2024-01-09 09:00:00,2731.7
2024-01-09 10:00:00,2024-01-09 06:00:00,2747.9
2024-01-09 10:00:00,2024-01-08 22:00:00,2814.9
2024-01-09 10:00:00,2024-01-08 10:00:00,2911.0
2024-01-09 10:30:00,2024-01-09 09:30:00,2628.6
2024-01-09 10:30:00,2024-01-09 06:30:00,2632.5
2024-01-09 10:30:00,2024-01-08 22:30:00,2715.9
